animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
179587,AAADG2020100802,3,50,新北市板橋區公立動物之家,狗,混種狗,F,MEDIUM,黃色,,T,F,中山路一段208號,,OPEN,,,2020-12-07,2999-12-31,2022/10/07,2020/10/08,新北市板橋區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/a3eb38a0-6e3c-45d3-a1e1-411bb15be1e3_org.png,,2022/10/07,新北市板橋區板城路28-1號,02-89662158
277391,TAAAG1111007001,15,71,嘉義市動物保護教育園區,貓,混種貓,F,SMALL,黑白色,,F,F,嘉大蘭潭校區,,OPEN,,,2022-10-07,2999-12-31,2022/10/07,2022/10/07,嘉義市動物保護教育園區,https://asms.coa.gov.tw/amlapp/upload/pic/f9828c32-dd86-447d-96fb-35a23c5e2ad2_org.jpg,,2022/10/07,嘉義市彌陀路31號旁,05-2168661
218131,AAADG2021081703,3,50,新北市板橋區公立動物之家,狗,混種狗,F,MEDIUM,黑白色,,T,F,西圳街一段,,OPEN,,,2021-08-24,2999-12-31,2022/10/07,2021/08/17,新北市板橋區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/5b913088-9cf9-4772-b37f-9ef68d825e02_org.JPG,,2022/10/07,新北市板橋區板城路28-1號,02-89662158
205140,AAADG2021050401 ,3,50,新北市板橋區公立動物之家,狗,混種狗,M,MEDIUM,虎斑色,,T,F,樹林區國道3號南下樹林分隊,,OPEN,,,2021-05-04,2999-12-31,2022/10/07,2021/05/04,新北市板橋區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/5fa464fa-8764-479c-84d5-21c8f1bff942_org.jpg,,2022/10/07,新北市板橋區板城路28-1號,02-89662158
276566,111-H109D,13,89,雲林縣流浪動物收容所,狗,混種狗,F,BIG,黑色,,T,F,斗六市民生南路,,OPEN,,,2022-09-30,2999-12-31,2022/10/07,2022/09/30,雲林縣流浪動物收容所,https://asms.coa.gov.tw/amlapp/upload/pic/fb508823-869e-4356-96dc-09989ee7be9f_org.jpg,,2022/10/07,雲林縣斗六市雲林路二段517號,05-5523300
276568,111-K003D,13,89,雲林縣流浪動物收容所,狗,混種狗,F,SMALL,黑色,,T,F,莿桐鄉五華村,,OPEN,,,2022-09-30,2999-12-31,2022/10/07,2022/09/30,雲林縣流浪動物收容所,https://asms.coa.gov.tw/amlapp/upload/pic/fa86fef4-8837-4a8d-a37d-b2a749a7defc_org.jpg,,2022/10/07,雲林縣斗六市雲林路二段517號,05-5523300
270402,LAABG110090801,17,76,高雄市燕巢動物保護關愛園區,狗,混種狗,F,MEDIUM,灰色,,F,F,中洲路,,OPEN,,,2022-08-01,2999-12-31,2022/10/07,2022/08/01,高雄市燕巢動物保護關愛園區,https://asms.coa.gov.tw/amlapp/upload/pic/011be934-d3b6-41d9-8446-26528d3fa781_org.JPG,,2022/10/07,高雄市燕巢區師大路98號,07-6051002
277371,S111006-10,16,74,臺南市動物之家善化站,狗,柯基,M,MEDIUM,花色,,F,F,後壁區菁寮里,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,,2999-12-31,2022/10/06,2022/10/06,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277358,1111005C06,22,82,金門縣動物收容中心,貓,混種貓,F,SMALL,黑色,,F,F,后宅,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/7a0a0790-219d-468e-b34f-158578292607_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277356,1111005C05,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,虎斑白色,,F,F,西方,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/1753d804-d293-4d8d-b11b-a4e762eb82ae_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277354,1111005C04,22,82,金門縣動物收容中心,貓,混種貓,F,SMALL,虎斑色,,F,F,后湖,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/0fb3dad9-7cff-43bf-8dbf-f3df57f8122c_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277353,LAABG111100602,17,76,高雄市燕巢動物保護關愛園區,狗,混種狗,F,BIG,黑色,,F,F,永華路,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,高雄市燕巢動物保護關愛園區,,,2022/10/06,高雄市燕巢區師大路98號,07-6051002
277352,1111005C03,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,黃虎斑色,,F,F,西堡,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/70d169cc-da58-45f5-af7d-8a1267ef4ed5_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
276051,GAAAG1110928001,11,69,彰化縣流浪狗中途之家,狗,混種狗,M,MEDIUM,虎斑色,ADULT,F,F,沙崙路201巷,,OPEN,絕育後擇期開放認養,,2022-09-28,2999-12-31,2022/10/06,2022/09/28,彰化縣流浪狗中途之家,https://asms.coa.gov.tw/amlapp/upload/pic/bdc78cf4-6393-4b31-8984-04f71abb373e_org.jpg,,2022/10/06,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
277345,LAAAG1110930A25-1,17,75,高雄市壽山動物保護教育園區,狗,混種狗,F,BIG,黑色,,F,F,文龍東路,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/09/30,高雄市壽山動物保護教育園區,https://asms.coa.gov.tw/amlapp/upload/pic/21fbb6ba-2008-44d2-91a6-089a6dbd04e9_org.JPG,,2022/10/06,高雄市鼓山區萬壽路350號,07-5519059
277344,LAAAG1111001A24,17,75,高雄市壽山動物保護教育園區,狗,混種狗,M,BIG,白色,,F,F,三協里,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/01,高雄市壽山動物保護教育園區,https://asms.coa.gov.tw/amlapp/upload/pic/2b94bdd2-0467-42fc-bbb0-dad74cc6b267_org.JPG,,2022/10/06,高雄市鼓山區萬壽路350號,07-5519059
277339,1111005C02,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,黃虎斑色,,F,F,西堡,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/d95a9d2a-5d88-4782-b875-69b634345980_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277330,1111005C01,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,黃虎斑色,,F,F,成功,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/32a3e0cf-d66b-43cd-8753-f694fa7b71c3_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277336,LAABG111100601,17,76,高雄市燕巢動物保護關愛園區,狗,混種狗,M,BIG,黑色,,F,F,中正三街,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,高雄市燕巢動物保護關愛園區,,,2022/10/06,高雄市燕巢區師大路98號,07-6051002
277334,AAACG1111006001,3,51,新北市新店區公立動物之家,狗,混種狗,F,SMALL,黃色,,T,F,雙峰路27號,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,新北市新店區公立動物之家,,,2022/10/06,新北市新店區安泰路235號,02-22159462
277332,LAABG111100506,17,76,高雄市燕巢動物保護關愛園區,狗,混種狗,F,BIG,黑色,,F,F,順安路,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,高雄市燕巢動物保護關愛園區,,,2022/10/06,高雄市燕巢區師大路98號,07-6051002
277333,LAAAG1111006001,17,75,高雄市壽山動物保護教育園區,狗,混種狗,F,SMALL,黃色,,F,F,鳳林一路,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/09/29,高雄市壽山動物保護教育園區,https://asms.coa.gov.tw/amlapp/upload/pic/84de15d9-e104-4669-b741-60442192ded7_org.JPG,,2022/10/06,高雄市鼓山區萬壽路350號,07-5519059
277331,LAAAG1110929H1-2,17,75,高雄市壽山動物保護教育園區,狗,混種狗,F,SMALL,黃色,,F,F,鳳林一路,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/09/29,高雄市壽山動物保護教育園區,https://asms.coa.gov.tw/amlapp/upload/pic/84de15d9-e104-4669-b741-60442192ded7_org.JPG,,2022/10/06,高雄市鼓山區萬壽路350號,07-5519059
277329,1111004C05,22,82,金門縣動物收容中心,貓,混種貓,F,SMALL,虎斑色,,F,F,惠民農莊,,OPEN,,,2022-10-04,2999-12-31,2022/10/06,2022/10/04,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/32a3e0cf-d66b-43cd-8753-f694fa7b71c3_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277328,1111004C04,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,虎斑色,,F,F,惠民農莊,,OPEN,,,2022-10-04,2999-12-31,2022/10/06,2022/10/04,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/185baea6-1a3b-4af3-9920-49593ac5c8bb_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277325,1111004C02,22,82,金門縣動物收容中心,貓,混種貓,M,SMALL,黃虎斑色,,F,F,惠民農莊,,OPEN,,,2022-10-04,2999-12-31,2022/10/06,2022/10/04,金門縣動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/0741c43d-83c5-4fc7-8b27-e1bc3b79436b_org.jpg,,2022/10/06,金門縣金湖鎮裕民農莊20號,082-336625
277323,LAABG111100505,17,76,高雄市燕巢動物保護關愛園區,狗,混種狗,F,BIG,黃色,,F,F,順安路,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/05,高雄市燕巢動物保護關愛園區,,,2022/10/06,高雄市燕巢區師大路98號,07-6051002
87890,AAAFG1080311008,3,55,新北市淡水區公立動物之家,狗,混種狗,M,MEDIUM,黑色,,T,F,泰山區泰林路,,OPEN,晶片：900138001012050，107.10五合一 狂犬病疫苗，1081005狂犬病疫苗，1090914狂犬病疫苗，1110419狂犬病疫苗，五合一疫苗,,2019-03-11,2999-12-31,2022/10/06,2019/03/11,新北市淡水區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/4d6cbee8-fbf6-40f5-9c23-714c52584e2e_org.JPG,,2022/10/06,新北市淡水區下圭柔山91之3號,02-26267558
277320,1111694,5,78,宜蘭縣流浪動物中途之家,狗,混種狗,M,BIG,黑色,,F,F,賢好路,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,宜蘭縣流浪動物中途之家,https://asms.coa.gov.tw/amlapp/upload/pic/b2bc2147-c553-4e01-b82b-aab212c89682_org.jpg,,2022/10/06,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
35877,AAAFG1041215001,3,55,新北市淡水區公立動物之家,狗,混種狗,F,MEDIUM,黃色,,T,F,竹圍碼頭(自行車道),,OPEN,,,2018-02-27,2999-12-31,2022/10/06,2015/12/15,新北市淡水區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/9542c2bd-0c7c-4394-8129-3a7055496f5d_org.JPG,,2022/10/06,新北市淡水區下圭柔山91之3號,02-26267558
277314,AAAHG1111006001,3,58,新北市五股區公立動物之家,狗,混種狗,M,MEDIUM,黑色,,F,F,狗園,,OPEN,,,2022-10-14,2999-12-31,2022/10/06,2022/10/06,新北市五股區公立動物之家,https://asms.coa.gov.tw/amlapp/upload/pic/bbd6c3f7-b283-428c-a1ef-67e272d2fda3_org.jpg,,2022/10/06,新北市五股區外寮路9-9號,02-82925265
277293,AAAFG1111006002,3,55,新北市淡水區公立動物之家,狗,混種狗,M,MEDIUM,黑色,,F,F,淡水區中正路159號,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,新北市淡水區公立動物之家,,,2022/10/06,新北市淡水區下圭柔山91之3號,02-26267558
259302,GAAAG1110613001,11,69,彰化縣流浪狗中途之家,狗,混種狗,M,MEDIUM,黑色,,T,F, 山腳路2段附近,,OPEN,,,2022-06-13,2999-12-31,2022/10/06,2022/06/13,彰化縣流浪狗中途之家,https://asms.coa.gov.tw/amlapp/upload/pic/aec4100f-562d-450f-937c-1ddd18d5d66d_org.jpg,,2022/10/06,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
277282,EAAAG1111006007,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種狗,F,SMALL,黑色,,F,F,大湖富興村,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,苗栗縣生態保育教育中心(動物收容所),https://asms.coa.gov.tw/amlapp/upload/pic/19777b0b-e6c5-42fc-b691-1c2a02acc6c9_org.jpg,,2022/10/06,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228
277281,EAAAG1111006006,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種狗,M,MEDIUM,灰白色,,F,F,公館福基村,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,苗栗縣生態保育教育中心(動物收容所),https://asms.coa.gov.tw/amlapp/upload/pic/b5a65d32-780a-4c9d-a450-056a9c5e1cc9_org.jpg,,2022/10/06,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228
277266,EAAAG1111006001,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種狗,M,MEDIUM,灰白色,,F,F,公館福基村,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,苗栗縣生態保育教育中心(動物收容所),https://asms.coa.gov.tw/amlapp/upload/pic/f3337d9d-2036-4407-a552-56961412d583_org.jpg,,2022/10/06,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228
277260,1111688,5,78,宜蘭縣流浪動物中途之家,狗,混種狗,M,BIG,黑棕色,,F,F,英士山莊,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,宜蘭縣流浪動物中途之家,https://asms.coa.gov.tw/amlapp/upload/pic/8e16b1cb-ebd6-4a98-992a-f3f903b2b583_org.jpg,,2022/10/06,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
277259,DAAAG1111006001,7,63,新竹縣公立動物收容所,貓,混種貓,F,MEDIUM,黃虎斑色,,T,F,新竹市北區長安街43號3樓之一,,OPEN,,,2022-10-06,2999-12-31,2022/10/06,2022/10/06,新竹縣公立動物收容所,https://asms.coa.gov.tw/amlapp/upload/pic/78194d70-df11-44d0-b541-3e17d4c9cfaf_org.jpg,,2022/10/06,新竹縣竹北市縣政五街192號,03-5519548
277249,FAABG11109290011,10,68,臺中市動物之家后里園區,狗,柯基,M,SMALL,黃白色,,T,F,福聯街,,OPEN,,,2022-10-05,2999-12-31,2022/10/06,2022/10/04,臺中市動物之家后里園區,https://asms.coa.gov.tw/amlapp/upload/pic/Am_orglapp,,2022/10/06,臺中市后里區堤防路370號,04-25588024
277203,S111005-04,16,74,臺南市動物之家善化站,狗,混種狗,M,MEDIUM,黃色,,F,F,東山區東原里瓦厝子,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-12,2999-12-31,2022/10/06,2022/10/05,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277194,S111004-23,16,74,臺南市動物之家善化站,狗,混種狗,M,SMALL,黃色,,F,F,善化區昌隆里,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-04,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277193,S111004-22,16,74,臺南市動物之家善化站,狗,混種狗,F,SMALL,黑色,,F,F,善化區昌隆里,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-04,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277189,S111004-19,16,74,臺南市動物之家善化站,狗,混種狗,M,SMALL,黑色,,F,F,西港區慶安里中洲,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-11,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277188,S111004-18,16,74,臺南市動物之家善化站,狗,混種狗,M,SMALL,黑色,,F,F,西港區慶安里中洲,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-11,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277182,S111004-13,16,74,臺南市動物之家善化站,狗,混種狗,M,SMALL,黑色,,F,F,西港區慶安里中洲,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-11,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
277180,S111004-11,16,74,臺南市動物之家善化站,狗,混種狗,F,SMALL,黑色,,F,F,西港區慶安里中洲,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2022-10-11,2999-12-31,2022/10/06,2022/10/04,臺南市動物之家善化站,,,2022/10/06,臺南市善化區昌隆里東勢寮1~19號,06-5832399
271558,PAAAG1110826048,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑白色,,T,F,案山里防波堤旁,,OPEN,,,2022-09-02,2999-12-31,2022/10/05,2022/08/26,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/ab06bc3d-8ec3-4f21-ad54-9681fa67ed79_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
271159,PAAAG1110823047,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,MEDIUM,黃色,,T,F,烏崁活動中心對面,,OPEN,,,2022-08-30,2999-12-31,2022/10/05,2022/08/23,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/0d56dfc2-acbc-45ac-8ec3-d02aaca99e64_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
271158,PAAAG1110823046,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,MEDIUM,黃色,,T,F,林投村120號,,OPEN,,,2022-08-30,2999-12-31,2022/10/05,2022/08/23,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/9ab5bdfe-6635-4ea1-9f32-b87051941537_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
272708,PAAAG1110902002,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,虎斑色,,T,F,案山里防波堤旁,,OPEN,,,2022-09-09,2999-12-31,2022/10/05,2022/09/02,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/eb9646c7-3917-4740-bf92-fa5207fa6487_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
268213,PAAAG1110803007,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黃色,,T,F,大池村,,OPEN,,,2022-08-10,2999-12-31,2022/10/05,2022/08/03,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/a3a14cfa-bd4f-4c2c-bcb4-06c2d2f4639d_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
200873,PAAAG1100331077,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,SMALL,黃色,,T,F,講美國小後方,,OPEN,,,2021-04-08,2999-12-31,2022/10/05,2021/03/31,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/0b37a2ee-751a-4dfc-ba54-1641559e1b55_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
247106,PAAAG1110314019,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,白色,,T,F,馬公市重光里2-14號,,OPEN,,,2022-03-21,2999-12-31,2022/10/05,2022/03/14,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/457c2f7d-a1b8-4f6c-b638-8d3530205171_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
170002,PAAAG1090727050,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,SMALL,黃色,,T,F,新生路,,OPEN,,,2020-08-11,2999-12-31,2022/10/05,2020/07/27,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/0ceef115-d46a-4f90-97d9-55e9af84dbfe_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
263728,PAAAG1110704008,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黃色,,T,F,蒔裡里,,OPEN,,,2022-07-11,2999-12-31,2022/10/05,2022/07/04,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/33543106-5f9a-4f44-91ca-de22f5b7d35c_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
166757,PAAAG1090702007,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑色,,T,F,南寮,,OPEN,,,2020-07-14,2999-12-31,2022/10/05,2020/07/02,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/b0168543-b926-449d-82bf-5d4fda86ae98_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
262634,PAAAG1110627056,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑黃色,,T,F,海軍基地馬支部,,OPEN,,,2022-07-04,2999-12-31,2022/10/05,2022/06/27,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/4443c018-18a9-4b50-95b7-645c9960f553_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
185140,PAAAG1091118028,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑白色,,T,F,五德,,OPEN,,,2021-10-24,2999-12-31,2022/10/05,2020/11/18,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/8ded23fd-8fec-47ae-9098-596cae31710c_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
194174,PAAAG1100201003,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,MEDIUM,黑色,,T,F,案山,,OPEN,,,2021-02-16,2999-12-31,2022/10/05,2021/02/01,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/e51f012a-89d4-44eb-bf74-0659cafcffe9_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
167629,PAAAG1090709031,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黃色,,T,F,案山,,OPEN,,,2020-07-21,2999-12-31,2022/10/05,2020/07/09,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/21b79952-26ff-46b1-b697-47e08f6f2661_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
247851,PAAAG1110321030,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑色,,T,F,鎖港里小管工廠旁,,OPEN,,,2022-03-28,2999-12-31,2022/10/05,2022/03/21,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/f185dfb3-18d2-43de-bf67-fe33911d6dfe_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
258293,PAAAG1110606013,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,白色,,T,F,西文里糧倉對面,,OPEN,,,2022-06-13,2999-12-31,2022/10/05,2022/06/06,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/b3e3b7bc-dec1-4897-8944-19498113638c_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
143703,PAAAG1090213020,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑黃色,,T,F,鎖港,,OPEN,,,2020-02-25,2999-12-31,2022/10/05,2020/02/13,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/d494166c-4b41-4d12-a6aa-b07078e64d65_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
194169,PAAAG1100201002,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,MEDIUM,黑色,,T,F,海埔路,,OPEN,,,2021-02-16,2999-12-31,2022/10/05,2021/02/01,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/7363816d-8215-41ff-a262-e38c91c60d6f_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
232445,PAAAG1101123024,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑黃色,,F,F,成功村力霸行船外機,,OPEN,,,2021-11-30,2999-12-31,2022/10/05,2021/11/23,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/595ddb72-a617-49e7-b504-99b5e9e90a52_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
193746,PAAAG1100127045,21,83,澎湖縣流浪動物收容中心,狗,,F,MEDIUM,虎斑色,,T,F,西文里,,OPEN,,,2021-02-16,2999-12-31,2022/10/05,2021/01/27,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/9fc7b133-17fe-49ad-805a-34db21772c77_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
199710,PAAAG1100322046,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑色,,T,F,125之1號,,OPEN,,,2021-03-30,2999-12-31,2022/10/05,2021/03/22,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/cd950c40-916f-4e8d-bbb1-d4a643da165d_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
263245,PAAAG1110628066,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑黃色,,T,F,蒔裡里101-1號前草地,,OPEN,,,2022-07-05,2999-12-31,2022/10/05,2022/06/28,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/fc45175f-87b2-4a23-83e7-add0ad99fca7_org.jpeg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
259027,PAAAG1110609024,21,83,澎湖縣流浪動物收容中心,狗,混種狗,F,BIG,黑黃色,,T,F,嵵裡里,,OPEN,,,2022-06-16,2999-12-31,2022/10/05,2022/06/09,澎湖縣流浪動物收容中心,https://asms.coa.gov.tw/amlapp/upload/pic/32948a6b-feae-4832-ac7a-0b65830f8e43_org.jpg,,2022/10/05,澎湖縣馬公市烏崁里260、261號,06-9213559
